episode,high_tile,steps
2091,256,278
2092,512,574
2093,512,568
2094,128,131
2095,512,567
2096,512,530
2097,256,329
2098,512,554
2099,512,482
2100,512,492
2101,512,344
2102,512,400
2103,512,480
2104,128,145
2105,256,324
2106,512,497
2107,512,509
2108,512,537
2109,512,552
2110,256,400
2111,128,198
2112,256,256
2113,512,559
2114,256,341
2115,256,274
2116,128,186
2117,128,179
2118,256,230
2119,256,247
2120,256,261
2121,512,412
2122,512,451
2123,128,172
2124,128,213
2125,256,330
2126,128,179
2127,256,250
2128,1024,829
2129,1024,896
2130,256,292
2131,512,590
2132,32,61
2133,64,142
2134,512,602
2135,128,228
2136,256,342
2137,256,271
2138,64,107
2139,512,554
2140,256,266
2141,512,504
2142,512,440
2143,256,358
2144,512,574
2145,256,269
2146,512,566
2147,256,298
2148,512,470
2149,512,436
2150,512,503
2151,512,395
2152,512,383
2153,512,439
2154,1024,718
2155,512,585
2156,256,331
2157,256,381
2158,128,177
2159,512,536
2160,256,317
2161,256,325
2162,256,286
2163,512,515
2164,256,317
2165,256,289
2166,256,301
2167,512,414
2168,256,282
2169,512,501
2170,512,374
2171,512,411
2172,256,280
2173,512,557
2174,128,202
2175,256,249
2176,64,94
2177,512,447
2178,512,533
2179,1024,728
2180,1024,724
2181,256,339
2182,128,136
2183,512,405
2184,512,554
2185,512,419
2186,256,282
2187,256,386
2188,64,63
2189,512,521
2190,512,499
2191,512,520
2192,256,251
2193,512,558
2194,256,369
2195,256,256
2196,256,366
2197,128,172
2198,512,496
2199,512,587
2200,256,325
2201,512,485
2202,512,505
2203,1024,836
2204,128,172
2205,512,565
2206,512,544
2207,256,298
2208,256,383
2209,256,270
2210,256,251
2211,512,589
2212,1024,753
2213,1024,827
2214,512,461
2215,256,323
2216,256,269
2217,256,216
2218,128,177
2219,512,554
2220,512,574
2221,512,621
2222,256,304
2223,512,503
2224,512,386
2225,512,397
2226,512,539
2227,512,498
2228,128,296
2229,512,424
2230,512,487
2231,128,151
2232,256,216
2233,256,286
2234,256,194
2235,256,242
2236,512,572
2237,256,383
2238,512,541
2239,256,312
2240,512,522
2241,512,374
2242,256,295
2243,256,394
2244,512,570
2245,512,336
2246,256,271
2247,512,682
2248,256,339
2249,512,627
2250,512,529
2251,512,430
2252,512,457
2253,512,480
2254,256,301
2255,512,593
2256,512,412
2257,256,272
2258,512,541
2259,256,312
2260,256,232
2261,512,591
2262,512,523
2263,256,304
2264,256,232
2265,512,368
2266,512,458
2267,1024,606
2268,256,262
2269,512,426
2270,512,436
2271,512,437
2272,512,533
2273,512,518
2274,512,500
2275,512,531
2276,512,435
2277,1024,877
2278,256,351
2279,128,207
2280,512,603
2281,256,300
2282,128,188
2283,512,627
2284,512,426
2285,512,439
2286,256,340
2287,512,570
2288,512,372
2289,256,363
2290,256,316
2291,512,549
2292,512,435
2293,512,575
2294,512,430
2295,256,273
2296,512,620
2297,512,596
2298,1024,725
2299,512,430
2300,512,451
2301,512,540
2302,128,208
2303,512,410
2304,512,441
2305,512,390
2306,512,392
2307,512,403
2308,512,528
2309,256,334
2310,512,545
2311,256,353
2312,512,539
2313,128,196
2314,512,415
2315,1024,709
2316,512,537
2317,512,635
2318,256,227
2319,256,375
2320,256,351
2321,512,445
2322,512,643
2323,512,743
2324,512,388
2325,256,321
2326,512,550
2327,512,679
2328,512,431
2329,256,320
2330,512,508
2331,512,447
2332,256,397
2333,256,295
2334,512,431
2335,256,245
2336,256,300
2337,512,546
2338,512,402
2339,128,186
2340,512,533
2341,1024,916
2342,512,558
2343,512,661
2344,1024,783
2345,512,505
2346,256,295
2347,128,185
2348,256,356
2349,256,265
2350,512,531
2351,128,149
2352,512,529
2353,256,407
2354,256,293
2355,128,163
2356,128,203
2357,256,293
2358,256,237
2359,512,543
2360,128,184
2361,256,311
2362,128,176
2363,512,426
2364,256,228
2365,256,323
2366,256,362
2367,512,515
2368,256,406
2369,256,234
2370,512,669
2371,128,143
2372,512,512
2373,512,510
2374,128,160
2375,512,543
2376,256,243
2377,512,362
2378,128,153
2379,512,513
2380,256,242
2381,512,382
2382,512,638
2383,512,631
2384,256,274
2385,512,409
2386,512,536
2387,256,310
2388,512,568
2389,256,334
2390,256,283
2391,256,277
2392,256,225
2393,256,265
2394,512,419
2395,256,269
2396,128,172
2397,256,291
2398,512,408
2399,256,253
2400,256,237
2401,256,275
2402,512,299
2403,512,483
2404,256,281
2405,128,177
2406,512,495
2407,512,507
2408,256,268
2409,256,286
2410,256,246
2411,256,277
2412,256,257
2413,512,497
2414,256,303
2415,256,257
2416,128,197
2417,256,292
2418,256,239
2419,256,292
2420,64,141
2421,128,140
2422,256,266
2423,256,327
2424,256,277
2425,512,534
2426,256,337
2427,512,503
2428,256,211
2429,256,339
2430,256,215
2431,128,145
2432,128,269
2433,512,409
2434,64,94
2435,128,155
2436,256,318
2437,512,390
2438,256,310
2439,512,396
2440,128,180
2441,256,342
2442,64,116
2443,512,405
2444,128,231
2445,256,318
2446,128,224
2447,512,337
2448,256,224
2449,256,374
2450,512,558
2451,128,248
2452,256,276
2453,128,142
2454,128,182
2455,512,377
2456,64,92
2457,256,281
2458,256,381
2459,256,316
2460,256,383
2461,256,269
2462,64,142
2463,64,138
2464,256,339
2465,512,506
2466,256,371
2467,256,226
2468,256,309
2469,256,246
2470,256,194
2471,256,370
2472,128,238
2473,512,427
2474,128,132
2475,256,280
2476,128,219
2477,512,491
2478,256,315
2479,256,424
2480,256,339
2481,256,236
2482,256,249
2483,256,202
2484,256,286
2485,512,364
2486,256,270
2487,512,472
2488,128,170
2489,256,330
2490,128,251
2491,128,180
2492,256,301
2493,256,270
2494,1024,592
2495,256,329
2496,256,209
2497,256,258
2498,512,532
2499,256,209
2500,128,127
2501,128,145
2502,1024,837
2503,128,236
2504,128,192
2505,512,417
2506,512,385
2507,512,427
2508,256,344
2509,128,170
2510,128,254
2511,128,222
2512,512,373
2513,128,173
2514,1024,867
2515,256,243
2516,512,378
2517,128,168
2518,256,281
2519,256,227
2520,256,156
2521,128,154
2522,128,189
2523,128,163
2524,256,330
2525,256,298
2526,256,349
2527,512,503
2528,128,165
2529,256,343
2530,256,281
2531,512,515
2532,128,195
2533,256,276
2534,64,130
2535,512,406
2536,256,252
2537,256,467
2538,256,266
2539,512,565
2540,256,378
2541,512,475
2542,64,87
2543,256,263
2544,64,117
2545,512,469
2546,256,299
2547,512,386
2548,256,235
2549,256,248
2550,128,224
2551,64,151
2552,512,348
2553,64,96
2554,256,206
2555,128,134
2556,256,309
2557,128,163
2558,256,192
2559,256,362
2560,128,207
2561,256,386
2562,256,225
2563,128,220
2564,256,279
2565,512,466
2566,64,99
2567,256,223
2568,256,272
2569,128,164
2570,128,150
2571,256,280
2572,256,256
2573,256,181
2574,128,272
2575,128,180
2576,256,297
2577,256,307
2578,512,619
2579,64,107
2580,128,160
2581,512,380
2582,512,513
2583,128,167
2584,256,225
2585,128,207
2586,512,548
2587,64,91
2588,64,88
2589,256,228
2590,128,134
2591,256,282
2592,256,267
2593,256,232
2594,512,394
2595,128,177
2596,256,356
2597,256,277
2598,512,448
2599,128,136
2600,512,318
2601,128,134
2602,128,285
2603,128,130
2604,256,239
2605,128,180
2606,256,299
2607,128,185
2608,128,228
2609,512,536
2610,256,307
2611,512,637
2612,512,424
2613,512,569
2614,128,146
2615,64,118
2616,512,435
2617,64,121
2618,256,256
2619,128,271
2620,128,151
2621,128,155
2622,64,130
2623,256,256
2624,256,281
2625,64,98
2626,256,360
2627,256,221
2628,128,151
2629,64,108
2630,512,549
2631,512,396
2632,256,291
2633,512,436
2634,128,148
2635,256,196
2636,64,103
2637,256,206
2638,64,132
2639,256,256
2640,128,128
2641,128,127
2642,128,181
2643,256,277
2644,64,109
2645,64,120
2646,512,414
2647,128,180
2648,64,86
2649,64,124
2650,512,542
2651,256,254
2652,256,327
2653,64,96
2654,128,125
2655,256,341
2656,512,441
2657,128,197
2658,128,176
2659,128,132
2660,128,182
2661,256,331
2662,256,253
2663,256,180
2664,128,153
2665,128,171
2666,512,521
2667,256,356
2668,256,272
2669,128,164
2670,128,183
2671,128,165
2672,128,218
2673,256,333
2674,256,250
2675,128,183
2676,64,119
2677,64,108
2678,32,64
2679,256,266
2680,128,163
2681,256,289
2682,256,243
2683,256,248
2684,128,181
2685,256,327
2686,128,213
2687,64,123
2688,256,250
2689,128,212
2690,128,132
2691,256,262
2692,256,322
2693,64,107
2694,128,151
2695,512,367
2696,128,216
2697,128,243
2698,64,121
2699,128,135
2700,128,220
2701,128,162
2702,128,175
2703,256,374
2704,64,114
2705,128,211
2706,64,82
2707,256,329
2708,512,484
2709,128,203
2710,64,182
2711,256,223
2712,128,211
2713,64,164
2714,256,248
2715,32,66
2716,128,134
2717,512,554
2718,256,319
2719,128,128
2720,256,374
2721,256,252
2722,128,165
2723,512,394
2724,256,310
2725,256,323
2726,256,258
2727,512,402
2728,512,417
2729,256,253
2730,256,217
2731,512,441
2732,256,190
2733,128,194
2734,256,246
2735,32,100
2736,64,174
2737,512,496
2738,32,72
2739,512,518
2740,256,404
2741,256,304
2742,128,180
2743,128,172
2744,128,141
2745,128,146
2746,256,281
2747,256,228
2748,256,321
2749,128,163
2750,128,171
2751,256,195
2752,512,467
2753,64,92
2754,512,499
2755,512,368
2756,256,248
2757,256,284
2758,128,168
2759,256,330
2760,128,132
2761,256,274
2762,256,243
2763,64,79
2764,128,146
2765,256,294
2766,256,271
2767,256,276
2768,256,365
2769,256,220
2770,512,395
2771,256,206
2772,256,269
2773,256,408
2774,256,479
2775,256,284
2776,128,198
2777,256,199
2778,256,297
2779,256,252
2780,256,228
2781,512,347
2782,512,451
2783,256,414
2784,512,392
2785,512,363
2786,512,373
2787,512,679
2788,256,337
2789,256,309
2790,128,209
2791,512,421
2792,256,343
2793,512,360
2794,256,334
2795,128,200
2796,256,323
2797,256,372
2798,256,222
2799,128,177
2800,128,183
2801,256,329
2802,256,273
2803,256,326
2804,512,706
2805,512,492
2806,256,228
2807,256,218
2808,256,210
2809,128,163
2810,256,251
2811,256,344
2812,256,253
2813,128,200
2814,512,374
2815,128,234
2816,1024,633
2817,512,558
2818,128,174
2819,256,289
2820,256,311
2821,512,545
2822,64,144
2823,256,293
2824,512,489
2825,256,256
2826,128,140
2827,512,544
2828,512,407
2829,256,324
2830,256,309
2831,128,154
2832,512,462
2833,128,174
2834,512,700
2835,512,542
2836,512,423
2837,256,301
2838,256,284
2839,256,324
2840,128,186
2841,512,527
2842,256,240
2843,256,326
2844,256,239
2845,256,341
2846,128,183
2847,512,504
2848,256,278
2849,512,393
2850,512,587
2851,256,217
2852,256,315
2853,128,240
2854,512,535
2855,256,347
2856,256,340
2857,256,320
2858,128,171
2859,512,427
2860,256,354
2861,256,260
2862,256,345
2863,256,225
2864,512,556
2865,256,285
2866,512,423
2867,256,323
2868,256,312
2869,256,289
2870,256,374
2871,256,270
2872,512,679
2873,512,479
2874,256,290
2875,256,279
2876,512,520
2877,512,456
2878,512,362
2879,256,248
2880,128,176
2881,256,281
2882,512,380
2883,256,295
2884,512,594
2885,256,291
2886,256,381
2887,512,308
2888,512,494
2889,128,236
2890,512,581
2891,128,194
2892,512,624
2893,256,286
2894,256,286
2895,512,463
2896,256,259
2897,256,334
2898,256,293
2899,256,325
2900,512,531
2901,512,421
2902,512,511
2903,512,414
2904,256,327
2905,256,309
2906,256,209
2907,512,492
2908,512,524
2909,256,249
2910,512,506
2911,256,289
2912,256,383
2913,512,476
2914,1024,812
2915,256,219
2916,256,284
2917,128,206
2918,512,427
2919,512,556
2920,1024,688
2921,512,397
2922,256,309
2923,512,629
2924,128,195
2925,512,552
2926,512,497
2927,512,504
2928,256,260
2929,256,257
2930,1024,815
2931,512,480
2932,128,167
2933,512,445
2934,512,518
2935,512,581
2936,128,165
2937,512,336
2938,512,457
2939,256,350
2940,256,317
2941,1024,994
2942,256,216
2943,256,329
2944,1024,674
2945,512,554
2946,512,698
2947,512,550
2948,256,346
2949,512,540
2950,512,615
2951,256,290
2952,256,239
2953,256,360
2954,512,574
2955,512,490
2956,512,434
2957,512,385
2958,128,251
2959,512,542
2960,512,467
2961,1024,585
2962,256,293
2963,512,547
2964,512,569
2965,1024,748
2966,512,525
2967,512,532
2968,256,298
2969,512,622
2970,512,374
2971,256,288
2972,512,599
2973,512,379
2974,512,613
2975,512,545
2976,256,295
2977,256,380
2978,512,676
2979,512,568
2980,512,550
2981,128,186
2982,512,548
2983,256,307
2984,512,682
2985,512,582
2986,512,577
2987,512,407
2988,512,482
2989,512,582
2990,512,547
2991,512,870
2992,512,621
2993,256,309
2994,256,331
2995,512,466
2996,512,586
2997,256,381
2998,512,575
2999,512,532
3000,256,313
3001,512,604
3002,1024,920
3003,512,541
3004,1024,550
3005,1024,662
3006,256,261
3007,512,407
3008,1024,882
3009,512,358
3010,1024,1037
3011,512,341
3012,512,597
3013,256,280
3014,512,331
3015,256,284
3016,512,542
3017,512,469
3018,512,459
3019,256,274
3020,512,547
3021,256,470
3022,512,552
3023,256,393
3024,512,466
3025,512,669
3026,256,341
3027,512,403
3028,64,97
3029,1024,781
3030,128,151
3031,256,263
3032,512,467
3033,512,360
3034,512,460
3035,512,625
3036,128,181
3037,256,302
3038,256,307
3039,512,504
3040,512,409
3041,256,225
3042,128,154
3043,512,573
3044,128,224
3045,512,417
3046,256,260
3047,512,338
3048,256,262
3049,512,535
3050,128,241
3051,256,286
3052,512,457
3053,256,287
3054,256,264
3055,128,217
3056,512,446
3057,256,307
3058,256,336
3059,512,348
3060,512,551
3061,512,663
3062,256,329
3063,256,309
3064,256,311
3065,256,284
3066,128,207
3067,128,227
3068,512,625
3069,512,455
3070,512,469
3071,512,481
3072,512,657
3073,128,184
3074,512,409
3075,256,200
3076,256,381
3077,256,326
3078,512,466
3079,128,205
3080,256,331
3081,512,465
3082,512,519
3083,512,313
3084,1024,748
3085,256,359
3086,512,420
3087,512,343
3088,256,295
3089,256,386
3090,1024,741
3091,256,333
3092,256,324
3093,512,498
3094,512,468
3095,512,394
3096,256,247
3097,256,262
3098,512,374
3099,256,376
3100,256,265
3101,128,155
3102,256,284
3103,512,630
3104,512,456
3105,128,157
3106,256,274
3107,256,272
3108,512,419
3109,512,427
3110,512,414
3111,256,261
3112,512,557
3113,512,360
3114,256,295
3115,512,514
3116,512,496
3117,256,291
3118,512,336
3119,512,446
3120,256,335
3121,512,459
3122,512,575
3123,512,437
3124,128,228
3125,256,304
3126,512,340
3127,512,412
3128,1024,980
3129,256,314
3130,512,472
3131,256,356
3132,512,462
3133,512,754
3134,1024,673
3135,1024,727
3136,128,217
3137,512,474
3138,512,558
3139,128,228
3140,512,476
3141,128,152
3142,256,305
3143,128,202
3144,512,489
3145,256,369
3146,512,376
3147,512,491
3148,256,281
3149,256,248
3150,512,489
3151,1024,732
3152,256,261
3153,256,368
3154,256,350
3155,512,373
3156,512,437
3157,512,371
3158,1024,720
3159,128,247
3160,256,290
3161,512,410
3162,256,327
3163,512,585
3164,512,410
3165,512,504
3166,256,273
3167,256,264
3168,512,504
3169,512,583
3170,256,321
3171,512,459
3172,512,538
3173,512,581
3174,128,169
3175,256,263
3176,256,290
3177,1024,909
3178,128,163
3179,128,112
3180,1024,677
3181,64,137
3182,128,136
3183,256,305
3184,128,200
3185,512,522
3186,1024,818
3187,256,281
3188,256,377
3189,128,193
3190,512,399
3191,128,177
3192,256,292
3193,1024,827
3194,256,283
3195,256,209
3196,256,388
3197,128,167
3198,256,355
3199,512,400
3200,512,652
3201,512,542
3202,512,415
3203,256,333
3204,512,483
3205,512,598
3206,512,543
3207,256,258
3208,512,520
3209,256,297
3210,512,355
3211,256,259
3212,256,408
3213,512,389
3214,512,551
3215,512,473
3216,256,277
3217,512,392
3218,512,521
3219,128,174
3220,512,620
3221,512,543
3222,256,316
3223,256,256
3224,512,546
3225,512,559
3226,256,227
3227,64,126
3228,256,380
3229,512,386
3230,256,260
3231,512,456
3232,512,471
3233,512,398
3234,128,161
3235,512,544
3236,512,432
3237,256,283
3238,256,247
3239,256,320
3240,512,421
3241,1024,713
3242,1024,594
3243,256,335
3244,512,367
3245,128,149
3246,64,101
3247,512,535
3248,256,345
3249,512,420
3250,128,184
3251,128,259
3252,256,272
3253,512,622
3254,512,442
3255,256,304
3256,1024,715
3257,2048,1189
3258,512,533
3259,256,362
3260,256,343
3261,128,163
3262,512,556
3263,512,593
3264,512,597
3265,512,510
3266,512,457
3267,1024,757
3268,512,523
3269,128,217
3270,1024,603
3271,512,574
3272,512,444
3273,512,552
3274,1024,708
3275,256,258
3276,512,516
3277,512,521
3278,512,430
3279,512,532
3280,256,265
3281,256,230
3282,512,497
3283,512,491
3284,512,611
3285,256,248
3286,512,603
3287,1024,725
3288,256,321
3289,512,378
3290,256,235
3291,256,418
3292,512,517
3293,256,247
3294,512,516
3295,512,555
3296,128,191
3297,512,539
3298,256,306
3299,512,422
3300,512,432
3301,512,466
3302,256,282
3303,128,150
3304,256,297
3305,256,270
3306,256,235
3307,512,533
3308,256,291
3309,512,479
3310,512,523
3311,512,610
3312,512,389
3313,512,604
3314,256,296
3315,256,319
3316,256,224
3317,512,630
3318,512,374
3319,512,454
3320,256,319
3321,512,574
3322,256,235
3323,128,267
3324,256,278
3325,512,480
3326,256,256
3327,512,510
3328,512,336
3329,256,302
3330,512,496
3331,256,347
3332,1024,759
3333,512,497
3334,512,565
3335,512,419
3336,512,325
3337,128,174
3338,512,380
3339,256,276
3340,512,555
3341,256,413
3342,128,151
3343,512,512
3344,256,262
3345,512,425
3346,256,294
3347,256,492
3348,128,175
3349,1024,671
3350,128,184
3351,512,571
3352,256,413
3353,512,403
3354,512,328
3355,512,528
3356,1024,692
3357,512,599
3358,512,492
3359,256,258
3360,256,290
3361,256,255
3362,512,378
3363,512,544
3364,256,239
3365,256,287
3366,128,250
3367,128,240
3368,512,431
3369,512,453
3370,512,396
3371,256,303
3372,512,600
3373,512,568
3374,256,341
3375,256,250
3376,128,169
3377,256,358
3378,512,418
3379,64,137
3380,128,146
3381,512,572
3382,512,602
3383,512,493
3384,256,298
3385,256,221
3386,128,138
3387,128,186
3388,512,442
3389,128,202
3390,128,148
3391,256,245
3392,1024,678
3393,512,481
3394,128,154
3395,512,433
3396,1024,1057
3397,512,470
3398,512,461
3399,256,296
3400,512,507
3401,256,244
3402,256,223
3403,128,210
3404,256,380
3405,256,363
3406,512,694
3407,256,366
3408,256,238
3409,256,297
3410,256,345
3411,256,318
3412,256,240
3413,128,145
3414,256,278
3415,256,366
3416,256,253
3417,512,450
3418,512,350
3419,128,162
3420,256,395
3421,512,442
3422,256,413
3423,64,143
3424,128,194
3425,128,213
3426,256,323
3427,1024,869
3428,256,185
3429,256,268
3430,512,547
3431,128,177
3432,256,319
3433,512,561
3434,64,123
3435,128,244
3436,256,272
3437,256,275
3438,1024,657
3439,256,216
3440,256,230
3441,512,368
3442,64,166
3443,128,231
3444,256,317
3445,128,173
3446,256,299
3447,256,240
3448,256,394
3449,256,179
3450,128,131
3451,128,177
3452,256,223
3453,64,129
3454,512,406
3455,256,322
3456,512,336
3457,256,303
3458,64,87
3459,256,320
3460,256,251
3461,512,377
3462,128,162
3463,256,373
3464,128,183
3465,512,365
3466,256,320
3467,512,477
3468,128,201
3469,512,452
3470,64,86
3471,512,530
3472,256,219
3473,128,153
3474,512,441
3475,128,131
3476,512,346
3477,128,222
3478,512,530
3479,512,465
3480,128,215
3481,256,243
3482,512,526
3483,512,459
3484,128,169
3485,512,397
3486,256,310
3487,128,178
3488,128,238
3489,128,193
3490,128,238
3491,256,369
3492,256,322
3493,256,360
3494,64,118
3495,256,216
3496,128,265
3497,512,457
3498,256,244
3499,256,259
3500,256,339
3501,256,333
3502,256,284
3503,32,46
3504,256,268
3505,256,236
3506,512,559
3507,256,220
3508,1024,720
3509,128,154
3510,128,217
3511,512,378
3512,256,332
3513,256,291
3514,256,267
3515,256,264
3516,256,244
3517,256,211
3518,128,209
3519,256,292
3520,256,328
3521,128,168
3522,512,353
3523,512,367
3524,128,191
3525,256,294
3526,128,209
3527,256,246
3528,256,228
3529,128,161
3530,256,226
3531,64,98
3532,256,350
3533,256,294
3534,512,402
3535,256,265
3536,128,192
3537,32,59
3538,512,504
3539,128,146
3540,512,316
3541,256,267
3542,64,88
3543,256,256
3544,64,86
3545,128,176
3546,128,207
3547,64,93
3548,128,201
3549,64,123
3550,512,355
3551,128,189
3552,64,116
3553,128,219
3554,512,622
3555,256,328
3556,128,233
3557,256,313
3558,128,196
3559,256,236
3560,256,283
3561,64,102
3562,256,290
3563,128,183
3564,64,143
3565,128,150
3566,512,358
3567,256,357
3568,256,263
3569,256,306
3570,512,366
3571,512,430
3572,64,130
3573,128,159
3574,32,78
3575,128,221
3576,128,259
3577,128,166
3578,512,438
3579,128,182
3580,256,282
3581,128,204
3582,128,190
3583,256,211
3584,512,496
3585,256,261
3586,256,275
3587,128,199
3588,128,140
3589,512,397
3590,256,304
3591,128,165
3592,256,240
3593,128,194
3594,256,263
3595,128,265
3596,256,232
3597,64,123
3598,32,79
3599,128,256
3600,64,95
3601,64,99
3602,512,424
3603,256,315
3604,256,327
3605,128,214
3606,128,188
3607,128,163
3608,128,230
3609,512,629
3610,256,214
3611,128,237
3612,512,507
3613,256,222
3614,512,372
3615,128,163
3616,128,175
3617,64,114
3618,512,363
3619,512,538
3620,256,317
3621,128,158
3622,128,208
3623,256,264
3624,64,106
3625,256,263
3626,128,148
3627,64,131
3628,128,193
3629,256,225
3630,32,87
3631,256,311
3632,256,283
3633,256,273
3634,128,148
3635,128,110
3636,128,197
3637,512,342
3638,256,365
3639,128,161
3640,256,268
3641,64,82
3642,256,332
3643,128,211
3644,512,392
3645,512,393
3646,512,403
3647,128,215
3648,256,305
3649,256,290
3650,128,146
3651,512,462
3652,64,119
3653,256,262
3654,256,171
3655,256,256
3656,256,298
3657,256,290
3658,64,164
3659,512,350
3660,128,216
3661,256,314
3662,256,329
3663,128,205
3664,64,97
3665,256,228
3666,512,593
3667,512,287
3668,256,290
3669,64,105
3670,128,202
3671,256,265
3672,256,273
3673,256,210
3674,512,432
3675,512,519
3676,64,100
3677,128,128
3678,256,309
3679,256,335
3680,128,188
3681,512,411
3682,256,341
3683,128,152
3684,512,388
3685,128,219
3686,256,278
3687,128,147
3688,256,280
3689,256,197
3690,512,431
3691,128,178
3692,256,274
3693,128,207
3694,32,64
3695,512,493
3696,256,265
3697,128,174
3698,256,261
3699,512,495
3700,256,264
3701,256,275
3702,512,374
3703,128,187
3704,256,327
3705,128,210
3706,128,230
3707,128,159
3708,128,190
3709,256,335
3710,128,151
3711,256,311
3712,256,274
3713,32,60
3714,128,194
3715,256,291
3716,64,125
3717,256,340
3718,256,268
3719,256,237
3720,256,190
3721,1024,784
3722,128,142
3723,256,325
3724,128,179
3725,512,404
3726,256,299
3727,256,328
3728,256,232
3729,256,326
3730,256,233
3731,256,411
3732,256,251
3733,128,158
3734,256,382
3735,256,302
3736,256,308
3737,512,368
3738,256,220
3739,256,289
3740,256,191
3741,256,253
3742,256,250
3743,256,316
3744,128,189
3745,256,364
3746,256,303
3747,256,274
3748,256,314
3749,512,448
3750,256,344
3751,64,122
3752,128,175
3753,256,242
3754,256,349
3755,128,195
3756,512,395
3757,128,134
3758,256,244
3759,256,338
3760,128,156
3761,256,285
3762,512,550
3763,512,424
3764,512,491
3765,128,168
3766,256,237
3767,256,231
3768,512,426
3769,512,553
3770,256,226
3771,128,267
3772,512,579
3773,256,253
3774,256,232
3775,256,294
3776,256,389
3777,128,152
3778,128,152
3779,256,305
3780,64,108
3781,256,344
3782,256,189
3783,512,372
3784,512,469
3785,512,427
3786,256,210
3787,512,460
3788,512,506
3789,256,261
3790,128,213
3791,128,198
3792,512,401
3793,256,270
3794,128,264
3795,256,198
3796,256,345
3797,512,421
3798,256,327
3799,128,231
3800,512,338
3801,128,136
3802,256,338
3803,512,507
3804,512,475
3805,128,160
3806,512,446
3807,512,445
3808,128,163
3809,256,269
3810,256,338
3811,256,315
3812,256,234
3813,256,236
3814,128,205
3815,512,590
3816,256,240
3817,512,525
3818,256,338
3819,64,99
3820,256,312
3821,512,463
3822,256,282
3823,256,311
3824,512,456
3825,512,529
3826,512,388
3827,64,98
3828,128,249
3829,128,274
3830,256,430
3831,128,219
3832,256,355
3833,256,217
3834,256,261
3835,128,173
3836,1024,698
3837,128,185
3838,256,301
3839,512,477
3840,512,553
3841,128,226
3842,256,306
3843,128,182
3844,64,126
3845,256,263
3846,256,334
3847,256,294
3848,128,130
3849,128,115
3850,128,189
3851,256,317
3852,512,582
3853,256,279
3854,128,206
3855,256,248
3856,512,494
3857,512,476
3858,64,118
3859,128,190
3860,256,345
3861,256,282
3862,256,393
3863,512,462
3864,256,273
3865,256,254
3866,512,561
3867,256,340
3868,512,341
3869,512,498
3870,256,324
3871,512,564
3872,256,234
3873,512,592
3874,512,379
3875,512,538
3876,128,156
3877,256,272
3878,256,283
3879,512,521
3880,256,296
3881,128,277
3882,512,511
3883,128,135
3884,128,136
3885,512,364
3886,128,254
3887,1024,1001
3888,512,467
3889,512,461
3890,512,508
3891,64,171
3892,512,431
3893,512,523
3894,256,227
3895,512,462
3896,512,489
3897,128,265
3898,128,196
3899,128,165
3900,512,494
3901,256,237
3902,256,253
3903,128,146
3904,512,379
3905,256,338
3906,512,439
3907,128,158
3908,64,88
3909,512,503
3910,256,346
3911,512,545
3912,256,280
3913,256,283
3914,128,227
3915,512,400
3916,128,166
3917,64,81
3918,256,303
3919,256,353
3920,256,308
3921,256,273
3922,256,368
3923,512,518
3924,128,163
3925,256,198
3926,512,496
3927,256,347
3928,512,536
3929,512,435
3930,512,527
3931,512,425
3932,256,293
3933,512,580
3934,512,416
3935,128,252
3936,512,621
3937,512,489
3938,256,246
3939,256,329
3940,512,470
3941,512,391
3942,512,486
3943,512,358
3944,128,173
3945,256,380
3946,512,495
3947,256,387
3948,512,386
3949,512,500
3950,512,531
3951,512,370
3952,512,491
3953,128,175
3954,512,513
3955,128,146
3956,1024,792
3957,256,304
3958,256,271
3959,256,358
3960,512,478
3961,256,254
3962,256,331
3963,128,212
3964,1024,741
3965,512,448
3966,512,437
3967,512,427
3968,256,212
3969,512,369
3970,1024,682
3971,256,363
3972,64,108
3973,256,309
3974,128,184
3975,256,352
3976,256,289
3977,128,243
3978,256,224
3979,1024,696
3980,512,401
3981,256,325
3982,512,559
3983,512,401
3984,256,255
3985,256,309
3986,512,527
3987,128,234
3988,512,613
3989,512,519
3990,256,313
3991,512,363
3992,512,580
3993,512,428
3994,512,422
3995,512,607
3996,256,370
3997,128,210
3998,512,386
3999,512,597
